"AGE","GEO","UNIT","TIME","SEX","Value","Flag and Footnotes"
"46 years","Viroviticko-podravska zupanija","Number","2011","Total","1,259",""
"46 years","Viroviticko-podravska zupanija","Number","2011","Males","647",""
"46 years","Viroviticko-podravska zupanija","Number","2011","Females","612",""
"46 years","Pozesko-slavonska zupanija","Number","2011","Total","1,042",""
"46 years","Pozesko-slavonska zupanija","Number","2011","Males","548",""
"46 years","Pozesko-slavonska zupanija","Number","2011","Females","494",""
"46 years","Brodsko-posavska zupanija","Number","2011","Total","2,206",""
"46 years","Brodsko-posavska zupanija","Number","2011","Males","1,114",""
"46 years","Brodsko-posavska zupanija","Number","2011","Females","1,092",""
"46 years","Osjecko-baranjska zupanija","Number","2011","Total","4,533",""
"46 years","Osjecko-baranjska zupanija","Number","2011","Males","2,257",""
"46 years","Osjecko-baranjska zupanija","Number","2011","Females","2,276",""
"46 years","Vukovarsko-srijemska zupanija","Number","2011","Total","2,495",""
"46 years","Vukovarsko-srijemska zupanija","Number","2011","Males","1,258",""
"46 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,237",""
"46 years","Karlovacka zupanija","Number","2011","Total","1,842",""
"46 years","Karlovacka zupanija","Number","2011","Males","944",""
"46 years","Karlovacka zupanija","Number","2011","Females","898",""
"46 years","Sisacko-moslavacka zupanija","Number","2011","Total","2,410",""
"46 years","Sisacko-moslavacka zupanija","Number","2011","Males","1,226",""
"46 years","Sisacko-moslavacka zupanija","Number","2011","Females","1,184",""
"47 years","Croatia","Number","2011","Total","60,341",""
"47 years","Croatia","Number","2011","Males","30,077",""
"47 years","Croatia","Number","2011","Females","30,264",""
"47 years","Hrvatska","Number","2011","Total","60,341",""
"47 years","Hrvatska","Number","2011","Males","30,077",""
"47 years","Hrvatska","Number","2011","Females","30,264",""
"47 years","Jadranska Hrvatska","Number","2011","Total","19,292",""
"47 years","Jadranska Hrvatska","Number","2011","Males","9,614",""
"47 years","Jadranska Hrvatska","Number","2011","Females","9,678",""
"47 years","Primorsko-goranska zupanija","Number","2011","Total","4,175",""
"47 years","Primorsko-goranska zupanija","Number","2011","Males","2,041",""
"47 years","Primorsko-goranska zupanija","Number","2011","Females","2,134",""
"47 years","Licko-senjska zupanija","Number","2011","Total","706",""
"47 years","Licko-senjska zupanija","Number","2011","Males","389",""
"47 years","Licko-senjska zupanija","Number","2011","Females","317",""
"47 years","Zadarska zupanija","Number","2011","Total","2,145",""
"47 years","Zadarska zupanija","Number","2011","Males","1,104",""
"47 years","Zadarska zupanija","Number","2011","Females","1,041",""
"47 years","Sibensko-kninska zupanija","Number","2011","Total","1,491",""
"47 years","Sibensko-kninska zupanija","Number","2011","Males","764",""
"47 years","Sibensko-kninska zupanija","Number","2011","Females","727",""
"47 years","Splitsko-dalmatinska zupanija","Number","2011","Total","6,129",""
"47 years","Splitsko-dalmatinska zupanija","Number","2011","Males","3,035",""
"47 years","Splitsko-dalmatinska zupanija","Number","2011","Females","3,094",""
"47 years","Istarska zupanija","Number","2011","Total","3,064",""
"47 years","Istarska zupanija","Number","2011","Males","1,527",""
"47 years","Istarska zupanija","Number","2011","Females","1,537",""
"47 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,582",""
"47 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","754",""
"47 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","828",""
"47 years","Kontinentalna Hrvatska","Number","2011","Total","41,049",""
"47 years","Kontinentalna Hrvatska","Number","2011","Males","20,463",""
"47 years","Kontinentalna Hrvatska","Number","2011","Females","20,586",""
"47 years","Grad Zagreb","Number","2011","Total","10,551",""
"47 years","Grad Zagreb","Number","2011","Males","5,058",""
"47 years","Grad Zagreb","Number","2011","Females","5,493",""
"47 years","Zagrebacka zupanija","Number","2011","Total","4,303",""
"47 years","Zagrebacka zupanija","Number","2011","Males","2,144",""
"47 years","Zagrebacka zupanija","Number","2011","Females","2,159",""
"47 years","Krapinsko-zagorska zupanija","Number","2011","Total","2,038",""
"47 years","Krapinsko-zagorska zupanija","Number","2011","Males","1,078",""
"47 years","Krapinsko-zagorska zupanija","Number","2011","Females","960",""
"47 years","Varazdinska zupanija","Number","2011","Total","2,674",""
"47 years","Varazdinska zupanija","Number","2011","Males","1,396",""
"47 years","Varazdinska zupanija","Number","2011","Females","1,278",""
"47 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,725",""
"47 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","887",""
"47 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","838",""
"47 years","Medimurska zupanija","Number","2011","Total","1,689",""
"47 years","Medimurska zupanija","Number","2011","Males","852",""
"47 years","Medimurska zupanija","Number","2011","Females","837",""
"47 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,673",""
"47 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","855",""
"47 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","818",""
"47 years","Viroviticko-podravska zupanija","Number","2011","Total","1,288",""
"47 years","Viroviticko-podravska zupanija","Number","2011","Males","626",""
"47 years","Viroviticko-podravska zupanija","Number","2011","Females","662",""
"47 years","Pozesko-slavonska zupanija","Number","2011","Total","1,115",""
"47 years","Pozesko-slavonska zupanija","Number","2011","Males","569",""
"47 years","Pozesko-slavonska zupanija","Number","2011","Females","546",""
"47 years","Brodsko-posavska zupanija","Number","2011","Total","2,290",""
"47 years","Brodsko-posavska zupanija","Number","2011","Males","1,154",""
"47 years","Brodsko-posavska zupanija","Number","2011","Females","1,136",""
"47 years","Osjecko-baranjska zupanija","Number","2011","Total","4,695",""
"47 years","Osjecko-baranjska zupanija","Number","2011","Males","2,286",""
"47 years","Osjecko-baranjska zupanija","Number","2011","Females","2,409",""
"47 years","Vukovarsko-srijemska zupanija","Number","2011","Total","2,685",""
"47 years","Vukovarsko-srijemska zupanija","Number","2011","Males","1,354",""
"47 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,331",""
"47 years","Karlovacka zupanija","Number","2011","Total","1,917",""
"47 years","Karlovacka zupanija","Number","2011","Males","971",""
"47 years","Karlovacka zupanija","Number","2011","Females","946",""
"47 years","Sisacko-moslavacka zupanija","Number","2011","Total","2,406",""
"47 years","Sisacko-moslavacka zupanija","Number","2011","Males","1,233",""
"47 years","Sisacko-moslavacka zupanija","Number","2011","Females","1,173",""
"48 years","Croatia","Number","2011","Total","61,714",""
"48 years","Croatia","Number","2011","Males","30,475",""
"48 years","Croatia","Number","2011","Females","31,239",""
"48 years","Hrvatska","Number","2011","Total","61,714",""
"48 years","Hrvatska","Number","2011","Males","30,475",""
"48 years","Hrvatska","Number","2011","Females","31,239",""
"48 years","Jadranska Hrvatska","Number","2011","Total","20,059",""
"48 years","Jadranska Hrvatska","Number","2011","Males","9,829",""
"48 years","Jadranska Hrvatska","Number","2011","Females","10,230",""
"48 years","Primorsko-goranska zupanija","Number","2011","Total","4,302",""
"48 years","Primorsko-goranska zupanija","Number","2011","Males","2,068",""
"48 years","Primorsko-goranska zupanija","Number","2011","Females","2,234",""
"48 years","Licko-senjska zupanija","Number","2011","Total","751",""
"48 years","Licko-senjska zupanija","Number","2011","Males","382",""
"48 years","Licko-senjska zupanija","Number","2011","Females","369",""
"48 years","Zadarska zupanija","Number","2011","Total","2,290",""
"48 years","Zadarska zupanija","Number","2011","Males","1,123",""
"48 years","Zadarska zupanija","Number","2011","Females","1,167",""
"48 years","Sibensko-kninska zupanija","Number","2011","Total","1,484",""
"48 years","Sibensko-kninska zupanija","Number","2011","Males","764",""
"48 years","Sibensko-kninska zupanija","Number","2011","Females","720",""
"48 years","Splitsko-dalmatinska zupanija","Number","2011","Total","6,336",""
"48 years","Splitsko-dalmatinska zupanija","Number","2011","Males","3,138",""
"48 years","Splitsko-dalmatinska zupanija","Number","2011","Females","3,198",""
"48 years","Istarska zupanija","Number","2011","Total","3,201",""
"48 years","Istarska zupanija","Number","2011","Males","1,574",""
"48 years","Istarska zupanija","Number","2011","Females","1,627",""
"48 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,695",""
"48 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","780",""
"48 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","915",""
"48 years","Kontinentalna Hrvatska","Number","2011","Total","41,655",""
"48 years","Kontinentalna Hrvatska","Number","2011","Males","20,646",""
"48 years","Kontinentalna Hrvatska","Number","2011","Females","21,009",""
"48 years","Grad Zagreb","Number","2011","Total","10,477",""
"48 years","Grad Zagreb","Number","2011","Males","4,961",""
"48 years","Grad Zagreb","Number","2011","Females","5,516",""
"48 years","Zagrebacka zupanija","Number","2011","Total","4,659",""
"48 years","Zagrebacka zupanija","Number","2011","Males","2,349",""
"48 years","Zagrebacka zupanija","Number","2011","Females","2,310",""
"48 years","Krapinsko-zagorska zupanija","Number","2011","Total","2,179",""
"48 years","Krapinsko-zagorska zupanija","Number","2011","Males","1,128",""
"48 years","Krapinsko-zagorska zupanija","Number","2011","Females","1,051",""
"48 years","Varazdinska zupanija","Number","2011","Total","2,657",""
"48 years","Varazdinska zupanija","Number","2011","Males","1,335",""
"48 years","Varazdinska zupanija","Number","2011","Females","1,322",""
"48 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,783",""
"48 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","882",""
"48 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","901",""
"48 years","Medimurska zupanija","Number","2011","Total","1,695",""
"48 years","Medimurska zupanija","Number","2011","Males","844",""
"48 years","Medimurska zupanija","Number","2011","Females","851",""
"48 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,846",""
"48 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","911",""
"48 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","935",""
"48 years","Viroviticko-podravska zupanija","Number","2011","Total","1,335",""
"48 years","Viroviticko-podravska zupanija","Number","2011","Males","666",""
"48 years","Viroviticko-podravska zupanija","Number","2011","Females","669",""
"48 years","Pozesko-slavonska zupanija","Number","2011","Total","1,078",""
"48 years","Pozesko-slavonska zupanija","Number","2011","Males","547",""
"48 years","Pozesko-slavonska zupanija","Number","2011","Females","531",""
"48 years","Brodsko-posavska zupanija","Number","2011","Total","2,302",""
"48 years","Brodsko-posavska zupanija","Number","2011","Males","1,160",""
"48 years","Brodsko-posavska zupanija","Number","2011","Females","1,142",""
"48 years","Osjecko-baranjska zupanija","Number","2011","Total","4,569",""
"48 years","Osjecko-baranjska zupanija","Number","2011","Males","2,250",""
"48 years","Osjecko-baranjska zupanija","Number","2011","Females","2,319",""
"48 years","Vukovarsko-srijemska zupanija","Number","2011","Total","2,606",""
"48 years","Vukovarsko-srijemska zupanija","Number","2011","Males","1,314",""
"48 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,292",""
"48 years","Karlovacka zupanija","Number","2011","Total","1,985",""
"48 years","Karlovacka zupanija","Number","2011","Males","1,004",""
"48 years","Karlovacka zupanija","Number","2011","Females","981",""
"48 years","Sisacko-moslavacka zupanija","Number","2011","Total","2,484",""
"48 years","Sisacko-moslavacka zupanija","Number","2011","Males","1,295",""
"48 years","Sisacko-moslavacka zupanija","Number","2011","Females","1,189",""
"49 years","Croatia","Number","2011","Total","63,227",""
"49 years","Croatia","Number","2011","Males","31,133",""
"49 years","Croatia","Number","2011","Females","32,094",""
"49 years","Hrvatska","Number","2011","Total","63,227",""
"49 years","Hrvatska","Number","2011","Males","31,133",""
"49 years","Hrvatska","Number","2011","Females","32,094",""
"49 years","Jadranska Hrvatska","Number","2011","Total","20,953",""
"49 years","Jadranska Hrvatska","Number","2011","Males","10,337",""
"49 years","Jadranska Hrvatska","Number","2011","Females","10,616",""
"49 years","Primorsko-goranska zupanija","Number","2011","Total","4,558",""
"49 years","Primorsko-goranska zupanija","Number","2011","Males","2,218",""
"49 years","Primorsko-goranska zupanija","Number","2011","Females","2,340",""
"49 years","Licko-senjska zupanija","Number","2011","Total","755",""
"49 years","Licko-senjska zupanija","Number","2011","Males","409",""
"49 years","Licko-senjska zupanija","Number","2011","Females","346",""
"49 years","Zadarska zupanija","Number","2011","Total","2,303",""
"49 years","Zadarska zupanija","Number","2011","Males","1,147",""
"49 years","Zadarska zupanija","Number","2011","Females","1,156",""
"49 years","Sibensko-kninska zupanija","Number","2011","Total","1,567",""
"49 years","Sibensko-kninska zupanija","Number","2011","Males","776",""
"49 years","Sibensko-kninska zupanija","Number","2011","Females","791",""
"49 years","Splitsko-dalmatinska zupanija","Number","2011","Total","6,650",""
"49 years","Splitsko-dalmatinska zupanija","Number","2011","Males","3,302",""
"49 years","Splitsko-dalmatinska zupanija","Number","2011","Females","3,348",""
"49 years","Istarska zupanija","Number","2011","Total","3,354",""
"49 years","Istarska zupanija","Number","2011","Males","1,645",""
"49 years","Istarska zupanija","Number","2011","Females","1,709",""
"49 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","1,766",""
"49 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","840",""
"49 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","926",""
"49 years","Kontinentalna Hrvatska","Number","2011","Total","42,274",""
"49 years","Kontinentalna Hrvatska","Number","2011","Males","20,796",""
